Fscl-yr_Ex-fin,Min-code,Min-portfolio_Portefeuille-min_eng,Min-portfolio_Portefeuille-min_fra,Dept-nbr_No-min,Dept-name_Nom-min_eng,Dept-name_Nom-min_fra,Contractor-details_Details-entrepr_eng,Contractor-details_Details-entrepr_fra,Proj-desc_eng,Proj-desc_fra,Contract-amt_Mnt-contrat,Xpnd-current-yr_Dep-ex-courant,Xpnd-to-date_Dep-a-jour
2024/2025,21,"Sécurité publique","Public Safety",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada","EllisDon Corporation, Ottawa, Ontario","EllisDon Corporation, Ottawa, Ontario","Construction of detachments, Various locations, Yukon","Construction des détachements, Lieux variés, Yukon",21249293,140009,20756438
2024/2025,21,"Sécurité publique","Public Safety",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada","Everest Construction Management Ltd, Calgary, Alberta","Everest Construction Management Ltd, Calgary, Alberta","Construction of new sewage lift station, Innisfail, Alberta","Construction d'une nouvelle station de relevage des eaux usées, Innisfail, Alberta",948800,388335,388335
2024/2025,21,"Sécurité publique","Public Safety",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada","Greenspace Construction Inc, Toronto, Ontario","Greenspace Construction Inc, Toronto, Ontario","Construction of new building, Ottawa, Ontario","Construction d'un nouveau bâtiment, Ottawa, Ontario",947229,807939,947229
2024/2025,21,"Sécurité publique","Public Safety",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada","IBI Group, Edmonton, Alberta","IBI Group, Edmonton, Alberta","Architecture and engineering services for new detachment, Gold River, British Columbia","Services d'architecture et d'ingénierie pour nouveau détachement, Gold River, Colombie-Britannique",925272,49613,907717
2024/2025,21,"Sécurité publique","Public Safety",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada","Industra Construction Corporation, Surrey, British Columbia","Industra Construction Corporation, Surrey, Colombie-Britannique","Construction of detachment, Dease Lake, British Columbia","Construction d'un détachement, Dease Lake, Colombie-Britannique",19031257,9583404,12602367
2024/2025,21,"Sécurité publique","Public Safety",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada","Industra Construction Corporation, Surrey, British Columbia","Industra Construction Corporation, Surrey, Colombie-Britannique","Construction of new detachment, Gold River, British Columbia","Construction d'un nouveau détachement, Gold River, Colombie-Britannique",15195674,3065701,14930206
2024/2025,21,"Sécurité publique","Public Safety",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada","Industra Construction Corporation, Surrey, British Columbia","Industra Construction Corporation, Surrey, Colombie-Britannique","Purchase of modular building, Dease Lake, British Columbia","Achat d'un bâtiment modulaire, Dease Lake, Colombie-Britannique",676243,676243,676243
2024/2025,21,"Sécurité publique","Public Safety",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada","Marco Group Limited, St. John's, Newfoundland and Labrador","Marco Group Limited, St. John's, Terre-Neuve-et-Labrador","Construction of a detachment, Marystown, Newfoundland and Labrador","Construction d'un détachement, Marystown, Terre-Neuve-et-Labrador",10859389,941925,10839661
2024/2025,21,"Sécurité publique","Public Safety",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada","NORR Architects Engineers Planners, Calgary, Alberta","NORR Architects Engineers Planners, Calgary, Alberta","Architecture and design of new kennels, Regina, Saskatchewan","Architecture et conception de nouveaux chenils, Regina, Saskatchewan",584376,48000,424091
2024/2025,21,"Sécurité publique","Public Safety",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada","National Capital Commission, Ottawa, Ontario","Commission de la capitale nationale, Ottawa, Ontario","Design and fit-up of radio shelter, Gatineau, Quebec","Conception et aménagement d'un abri radio, Gatineau, Québec",481975,0,481975
2024/2025,21,"Sécurité publique","Public Safety",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada","Novak Bros Contracting Ltd, Prince George, British Columbia","Novak Bros Contracting Ltd, Prince George, Colombie-Britannique","Fit-up of leased space, Prince George, British Columbia","Aménagement de l'espace loué, Prince George, Colombie-Britannique",1569722,459983,1569722
2024/2025,21,"Sécurité publique","Public Safety",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada","Novid Corp, Calgary, Alberta","Novid Corp, Calgary, Alberta","Demolition of old detachment, Fort St James, British Columbia","Démolition de l'ancien détachement, Fort St James, Colombie-Britannique",2283423,455000,455000
2024/2025,21,"Sécurité publique","Public Safety",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada","Novid Corp, Calgary, Alberta","Novid Corp, Calgary, Alberta","Installation of a canopy, Carcross, Yukon","Installation de l'auvent, Carcross, Yukon",267897,267897,267897
2024/2025,21,"Sécurité publique","Public Safety",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada","Novid Corp, Calgary, Alberta","Novid Corp, Calgary, Alberta","Installation of awning, Faro, Yukon","Installation de l'auvent, Faro, Yukon",261857,261857,261857
2024/2025,21,"Sécurité publique","Public Safety",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada","PCL Construction Canada Inc, Dartmouth, Nova Scotia","PCL Construction Canada Inc, Dartmouth, Nouvelle-Écosse","Construction of new detachment, Cornwall, Prince Edward Island","Construction d'un nouveau détachement, Cornwall, Île-du-Prince-Édouard",19058016,4069002,18087401
2024/2025,21,"Sécurité publique","Public Safety",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada","PCL Construction Management Inc, Regina, Saskatchewan","PCL Construction Management Inc, Regina, Saskatchewan","Betterment of indoor range and armor shop, Regina, Saskatchewan","Amélioration du champ de tir intérieur et de l'atelier d'armurerie, Regina, Saskatchewan",1914152,126756,1900547
2024/2025,21,"Sécurité publique","Public Safety",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada","PCL Construction Management Inc, Regina, Saskatchewan","PCL Construction Management Inc, Regina, Saskatchewan","Construction of an integrated training centre at Depot, Regina, Saskatchewan","Construction d'un centre d'entraînement intégré à Dépôt, Regina, Saskatchewan",31654043,152166,31576955
2024/2025,21,"Sécurité publique","Public Safety",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada","PME Inc, Fort Saskatchewan, Alberta","PME Inc, Fort Saskatchewan, Alberta","Replacement of sewer at detachment, Redwater, Alberta","Remplacement des égouts au détachement, Redwater, Alberta",472537,75994,472537
2024/2025,21,"Sécurité publique","Public Safety",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada","Penn-Co Construction Canada (2003) Ltd, Blumenort, Manitoba","Penn-Co Construction Canada (2003) Ltd, Blumenort, Manitoba","Construction of new detachment and housing, Various locations, Manitoba","Construction d'un nouveau détachement et de logements, Lieux variés, Manitoba",30049113,9450646,18250072
2024/2025,21,"Sécurité publique","Public Safety",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada","Republic Architecture Inc, Winnipeg, Manitoba","Republic Architecture Inc, Winnipeg, Manitoba","Architecture and engineering services for detachment renovations, Dease Lake, British Columbia","Services d'architecture et d'ingénierie pour rénovation de détachement, Dease Lake, Colombie-Britannique",770093,80252,677146
2024/2025,21,"Sécurité publique","Public Safety",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada","Republic Architecture Inc, Winnipeg, Manitoba","Republic Architecture Inc, Winnipeg, Manitoba","Architecture and engineering services for new detachment, Princeton, British Columbia","Services d'architecture et d'ingénierie pour nouveau détachement, Princeton, Colombie-Britannique",555158,0,555088
2024/2025,21,"Sécurité publique","Public Safety",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada","Richards Buell Sutton LLP, Vancouver, British Columbia","Richards Buell Sutton LLP, Vancouver, British Columbia","Acquisition of employee house, Dease Lake, British Colombia","Acquisition d'un maison pour les employés, Dease Lake, Colombie-Britannique",550286,550286,550286
2024/2025,21,"Sécurité publique","Public Safety",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada","Seguin Morris Inc, Gatineau, Quebec","Seguin Morris Inc, Gatineau, Québec","Installation of communications shelter, Various locations, Ontario","Installation d'un abri de communication, Lieux variés, Ontario",292289,272386,272386
2024/2025,21,"Sécurité publique","Public Safety",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada","Stephens Kozak ACI Architects and Planners, Edmonton, Alberta","Stephens Kozak ACI Architects and Planners, Edmonton, Alberta","Fit-up of office trailer lease, Kelowna, British Columbia","Aménagement en bureau d'une remorque en location, Kelowna, Colombie-Britannique",892316,111475,855566
2024/2025,21,"Sécurité publique","Public Safety",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada","The FiA Group, Gatineau, Quebec","Le Groupe FiA, Gatineau, Québec","Construction of explosives magazine compound, Ottawa, Ontario","Construction d'un dépôt d'explosifs, Ottawa, Ontario",1526209,226745,1481738
2024/2025,21,"Sécurité publique","Public Safety",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada","Trans Canada Contracting Ltd, Regina, Saskatchewan","Trans Canada Contracting Ltd, Regina, Saskatchewan","Relocation of cell trailer, Cumberland House, Saskatchewan","Déplacement de la remorque cellulaire, Cumberland House, Saskatchewan",991286,912540,912540
2024/2025,21,"Sécurité publique","Public Safety",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada","Whitechurch Construction Ltd, St Eustache, Manitoba","Whitechurch Construction Ltd, St Eustache, Manitoba","Site preparation for employee houses, Little Grand Rapids, Manitoba","Préparation du site pour les maisons des employés, Little Grand Rapids, Manitoba",1059850,0,0
2024/2025,21,"Sécurité publique","Public Safety",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada","Contracts under $250,000 and cost plus contracts under $25,000 (82 contractors)","Contrats inférieurs à 250 000 $ et contrats à prix coûtant majoré inférieurs à 25 000 $ (82 entrepreneurs)",Total,Total,0,9082416,0
2024/2025,09,"Affaires mondiales","Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement","M&J Group Construction and Roofing, Bedford, United Kingdom","M&J Group Construction and Roofing, Bedford, Royaume-Uni","Waterproofing of the chancery's roof, Bucharest, Romania","Imperméabilisation de la toiture de la chancellerie, Bucarest, Roumanie",612597,0,557010
2024/2025,09,"Affaires mondiales","Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement","Kida Design Inc, Ontario, Canada","Kida Design Inc, Ontario, Canada","Construction of a recreation site, Islamabad, Pakistan","Construction d'un site de loisirs, Islamabad, Pakistan",325000,0,2896
2024/2025,09,"Affaires mondiales","Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement","Green World Unity Construction, Kabul, Afghanistan","Green World Unity Construction, Kaboul, Afghanistan","Upgrade to staff quarters and dining hall, Kabul, Afghanistan","Amélioration des logements du personnel et de la salle à manger, Kaboul, Afghanistan",6264098,0,3506973
2024/2025,09,"Affaires mondiales","Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement","Epik Taahhut Sanayi IC VE Disticaret AS, Ankara, Türkiye","Epik Taahhut Sanayi IC VE Disticaret AS, Ankara, Türkiye","Modernization of the buildings of the High Commission of Canada, Dhaka, Bangladesh","Modernisation des bâtiments du Haut-commissariat du Canada, Dhaka, Bangladesh",2512795,0,694136
2024/2025,09,"Affaires mondiales","Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement","Dawn Construction (2018) Ltd, Langley, British Columbia","Dawn Construction (2018) Ltd, Langley, Colombie Britannique","Kitchen renovation, Manila, Philippines","Rénovation d'une cuisine, Manille, Philippines",404776,46567,404776
2024/2025,09,"Affaires mondiales","Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement","Dilawri Property Holdings Ltd, Ottawa, Ontario","Dilawri Property Holdings Ltd, Ottawa, Ontario","Moving the Lester B Pearson distribution centre, Ottawa, Ontario","Déménagement du centre de distribution de Lester B Pearson, Ottawa, Ontario",14718099,0,14557111
2024/2025,14,"Innovation, Sciences et Industrie","Innovation, Science and Industry",054,"Statistics Canada","Statistique Canada","Contracts under $250,000 and cost plus contracts under $25,000 (3 contractors)","Contrats inférieurs à 250,000 $ et contrats à prix coûtant majoré inférieurs à 25,000 $ (3 entrepreneurs)",Total,Total,0,153925,0
2024/2025,29,"Logement, Infrastructure et Collectivités","Housing, Infrastructure and Communities",242,"Department of Housing, Infrastructure and Communities","Ministère du Logement, de l'Infrastructure et des Collectivités","Signature on the Saint Lawrence Group, Québec, Quebec","Groupe Signature sur le Saint-Laurent, Québec, Québec","New Bridge for the St. Lawrence Corridor, Montréal, Quebec","Corridor du nouveau pont pour le Saint-Laurent, Montréal, Québec",2590643568,6784414,1839554026
